tx2,gene.name
transcript/105368,gpx
transcript/105369,cbx8b
transcript/105370,shmt2
transcript/105371,dok1
transcript/105372,smtna
transcript/105373,serpina6
transcript/105374,cux2
transcript/105375,uroc1
transcript/105376,lrp4
transcript/105377,hnrnpul1
transcript/105378,wu:fj16a03
transcript/105379,cuzd1.1
transcript/105380,tnrc18
transcript/105381,spint1
transcript/105382,cabz01049847.1
transcript/105383,tcf4
transcript/105384,tax1bp3
transcript/105385,trafd1
transcript/105386,abcf3
transcript/105387,mphosph8
transcript/105388,slc2a3b
transcript/105389,il31ra
transcript/105390,impdh2
transcript/105391,iqgap1
transcript/105392,amd1
transcript/105393,sept9b
transcript/105394,lrrc15
transcript/105396,poldip3
transcript/105398,smad5
transcript/105399,smyd1b
transcript/105400,mir1281
transcript/105401,tmem88b
transcript/105402,rnf13
transcript/105403,selenop
transcript/105404,flot1
transcript/105405,angptl4
transcript/105406,unc45b
transcript/105408,lamp2
transcript/105409,pklr
transcript/105410,plekhm3
transcript/105411,ndrg1a
transcript/105413,cgnl1
transcript/105414,armc5
transcript/105415,cabp1
transcript/105416,gimap9
transcript/105417,glra4a
transcript/105418,metrn
transcript/105419,dgkzb
transcript/105420,gpr180
transcript/105421,def1
transcript/105422,u88
transcript/105423,eif4g3b
transcript/105424,abhd4
transcript/105425,ppm1bb
transcript/105426,toe1
transcript/105427,ddb_g0271982
transcript/105429,zfand5
transcript/105430,kif22
transcript/105432,rbm5
transcript/105433,lgi1a
transcript/105434,zmiz2
transcript/105435,myh10
transcript/105436,enschap00000002451
transcript/105437,wdsub1
transcript/105439,smoc2
transcript/105440,ccnt2b
transcript/105441,zc3h11a
transcript/105442,ces3
transcript/105443,c18orf25
transcript/105444,uba1
transcript/105445,taf6
transcript/105446,gpat2
transcript/105447,pdp1
transcript/105448,slx4ip
transcript/105449,ptpn4b
transcript/105450,rdx
transcript/105451,tnpo3
transcript/105452,sdad1
transcript/105453,ranbp3b
transcript/105454,rab1a
transcript/105455,sox11b
transcript/105456,enschap00000057019
transcript/105457,serping1
transcript/105458,hspa5
transcript/105459,mical3a
transcript/105461,scdb
transcript/105462,c4b
transcript/105464,tmem200a
transcript/105465,enschap00000034054
transcript/105466,fgb
transcript/105467,aldh9a1b
transcript/105468,med31
transcript/105469,surf4
transcript/105470,bdkrb1
transcript/105471,dvl3b
transcript/105472,acot19
transcript/105473,slc30a9
transcript/105474,aktip
transcript/105475,sart1
transcript/105476,eprs1
transcript/105477,camk2n1
transcript/105478,ctcf
transcript/105479,fut5
transcript/105480,ddb_g0271982
transcript/105481,eef2b
transcript/105482,mchr2
transcript/105483,sh3d21
transcript/105484,thumpd3
transcript/105486,si:ch211-214j24.10
transcript/105487,enschap00000009516
transcript/105488,myh7
transcript/105489,pmm1
transcript/105490,fbxl5
transcript/105491,clic5b
transcript/105492,bcl6
transcript/105493,gpr22a
transcript/105494,ttn
transcript/105495,nat8f1
transcript/105496,arhgap42a
transcript/105498,calm
transcript/105499,cdc37
transcript/105500,dnajb6
transcript/105503,si:dkey-56m19.5
transcript/105504,slc22a7b.1
transcript/105505,sin3ab
transcript/105506,arl6ip5
transcript/105507,tssc4
transcript/105508,pdcd4
transcript/105509,kansl1b
transcript/105510,eef2k
transcript/105511,myom2
transcript/105512,kcna7
transcript/105513,tent5ba
transcript/105514,mapre3b
transcript/105515,vtg2
transcript/105516,tppp
transcript/105517,gpatch8
transcript/105518,asb5b
transcript/105519,dido1
transcript/105520,svopa
transcript/105521,tcea1
transcript/105522,zgc:162698
transcript/105523,kcna5
transcript/105524,ptprsa
transcript/105526,enschap00000014234
transcript/105527,dctn1
transcript/105528,hlfa
transcript/105529,shcbp1l
transcript/105530,snapc2
transcript/105531,enschap00000041978
transcript/105532,asmt
transcript/105533,si:ch1073-416j23.1
transcript/105534,ipcef1
transcript/105535,actr5
transcript/105536,si:ch211-11k18.4
transcript/105537,rtca
transcript/105538,arid3a
transcript/105539,cct3
transcript/105540,zfp715
transcript/105541,nxf1
transcript/105542,taf2
transcript/105543,abtb1
transcript/105544,uox
transcript/105545,abcc2
transcript/105546,u88
transcript/105547,h6pd
transcript/105548,srsf5
transcript/105549,rbr3
transcript/105550,mxi1
transcript/105551,crfb16
transcript/105552,mir936
transcript/105553,wdr32
transcript/105554,snai2
transcript/105555,zgc:112023
transcript/105556,ube2c
transcript/105557,atp6v1c1a
transcript/105558,rps2
transcript/105559,col11a1a
transcript/105560,car11
transcript/105561,enschap00000003091
transcript/105562,enschap00000039856
transcript/105563,tspan2
transcript/105564,cdh2
transcript/105565,gnb1a
transcript/105566,enschap00000044201
transcript/105567,dspa
transcript/105568,rnpep
transcript/105569,zgc:154055
transcript/105570,tacr3l
transcript/105571,sptan1
transcript/105572,gbp1
transcript/105573,sfxn2
transcript/105574,loc149684
transcript/105575,chst13
transcript/105576,rsu1
transcript/105577,kdf1a
transcript/105578,si:ch211-1o7.2
transcript/105579,tap2a
transcript/105580,mthfd1b
transcript/105581,zdhhc14
transcript/105582,slc12a1
transcript/105584,msrb3
transcript/105585,mettl21c
transcript/105586,eif4eb
transcript/105587,igfn1.1
transcript/105588,kmt2ba
transcript/105589,enschap00000000401
transcript/105590,eif2s3
transcript/105592,nfix
transcript/105594,pkma
transcript/105595,4833439l19rik
transcript/105596,map1ab
transcript/105597,atp2b3a
transcript/105599,nfixb
transcript/105601,sccpdha.1
transcript/105602,tmem178
transcript/105603,kctd2
transcript/105604,u88
transcript/105605,ppef2
transcript/105607,enschap00000028562
transcript/105608,si:ch211-223p8.8
transcript/105609,kdelr2b
transcript/105610,at2g39750
transcript/105611,acin1a
transcript/105612,seta
transcript/105613,cuedc1b
transcript/105614,acad9
transcript/105615,mmd
transcript/105616,ppp4cb
transcript/105617,kras
transcript/105618,yod1
transcript/105619,smarce1
transcript/105620,vangl2
transcript/105622,smpd1
transcript/105623,allc
transcript/105624,plec
transcript/105625,polr1b
transcript/105626,os04g0581400
transcript/105627,cfbl
transcript/105628,cdab
transcript/105629,arg1
transcript/105630,spla
transcript/105632,si:dkey-202l22.6
transcript/105633,qars1
transcript/105634,pla2g4c
transcript/105635,zranb1b
transcript/105636,tlk2
transcript/105638,tpp2
transcript/105639,trim16
transcript/105640,rassf9
transcript/105641,u88
transcript/105643,znf846
transcript/105644,cdk4
transcript/105645,enschap00000014847
transcript/105646,anks6
transcript/105647,at2g18540
transcript/105648,trim55
transcript/105649,chrnb1
transcript/105650,adamtsl1
transcript/105651,col5a2a
transcript/105652,tfdp2
transcript/105653,aca8
transcript/105655,rab4b
transcript/105656,csf2rb
transcript/105657,cxcl11.1
transcript/105658,lamb1a
transcript/105660,sntb1
transcript/105662,cabz01061894.1
transcript/105663,zfhx4
transcript/105664,dpp7
transcript/105665,tmpo
transcript/105666,capn11
transcript/105667,adam19a
transcript/105668,c15orf57
transcript/105669,lpcat2
transcript/105670,mcl1
transcript/105672,slc25a35
transcript/105673,fp103009.1
transcript/105674,c18orf15
transcript/105675,slc48a1b
transcript/105676,zgc:171775
transcript/105678,rnf44
transcript/105679,fam131bb
transcript/105680,dnmt3ab
transcript/105681,elavl3
transcript/105682,slc27a4
transcript/105683,sypa
transcript/105684,wnk1
transcript/105685,rtn1
transcript/105686,sh3gl2
transcript/105687,mxi1
transcript/105688,swt1
transcript/105689,ankrd13d
transcript/105690,mfsd2b
transcript/105691,cttn
transcript/105692,maptb
transcript/105694,tenm2
transcript/105695,uspl1
transcript/105696,cd82b
transcript/105697,gpsm1
transcript/105698,tsr1
transcript/105699,acadvl
transcript/105700,sars1
transcript/105701,itpkca
transcript/105702,mtmr7a
transcript/105703,trip10a
transcript/105704,enschap00000056753
transcript/105705,enschap00000027901
transcript/105706,csnk2a1
transcript/105707,slc16a6a
transcript/105708,btbd2a
transcript/105709,washc4
transcript/105710,dpf3
transcript/105711,2700081o15rik
transcript/105712,cabz01073265.1
transcript/105713,rpn1
transcript/105714,aldh6a1
transcript/105715,slc16a7
transcript/105716,gpt2l
transcript/105717,slc25a1
transcript/105718,pmt
transcript/105720,mypop
transcript/105721,trim35-1
transcript/105722,eif3c
transcript/105723,rab6a
transcript/105725,ptger1b
transcript/105726,agpat3
transcript/105727,mccc2
transcript/105728,wdr1
transcript/105729,nqo2
transcript/105730,phf12b
transcript/105731,si:dkey-65b12.6
transcript/105732,u88
transcript/105733,sh3d21
transcript/105734,papln
transcript/105735,u88
transcript/105736,gm4070
transcript/105737,aldh3a2b
transcript/105738,stt3a
transcript/105739,enschap00000000363
transcript/105741,hdgfl3
transcript/105742,rai14
transcript/105743,timm44
transcript/105745,mbnl1
transcript/105746,exoc7
transcript/105747,apcdd1
transcript/105748,gpr18
transcript/105749,ccnl1a
transcript/105750,aebp2
transcript/105751,srp54a
transcript/105752,nfixb
transcript/105753,farsb
transcript/105755,dhh1
transcript/105756,ostm1
transcript/105757,vps33a
transcript/105758,fyb
transcript/105759,snx15
transcript/105760,dcaf5
transcript/105762,vamp8
transcript/105763,glyr1
transcript/105764,itpr1b
transcript/105765,stk16
transcript/105766,srsf2
transcript/105767,ncor1
transcript/105768,cplx1
transcript/105770,mob4
transcript/105772,camk4
transcript/105773,pfn2
transcript/105774,msi2a
transcript/105775,etv1
transcript/105776,flvcr1
transcript/105777,si:ch211-130m23.5
transcript/105778,dazap2
transcript/105779,ube2j1
transcript/105780,tab1
transcript/105781,galnt13
transcript/105782,ccdc47
transcript/105783,urb2
transcript/105784,wac
transcript/105785,ube2s
transcript/105786,dmap1
transcript/105787,klhdc10
transcript/105788,rtn4
transcript/105789,ppp1r3b
transcript/105790,ddb_g0271606
transcript/105791,zpax2
transcript/105792,panx1b
transcript/105793,rnf130
transcript/105794,mybbp1a
transcript/105795,tmem248
transcript/105796,acsbg3
transcript/105797,enschap00000028314
transcript/105799,tfa
transcript/105800,cdh30
transcript/105801,nceh1
transcript/105802,shroom3
transcript/105803,gimap8
transcript/105805,nckap1l
transcript/105806,ifi44
transcript/105807,ubxn4
transcript/105808,rps2
transcript/105809,kank2
transcript/105810,cyp20a1
transcript/105812,si:rp71-79p20.2
transcript/105813,jarid2a
transcript/105814,amfr
transcript/105815,sspn
transcript/105816,tgm2l
transcript/105817,txlnba
transcript/105818,ccdc14
transcript/105819,gata3
transcript/105820,lrrc58b
transcript/105821,pex16
transcript/105822,hnrnpul1
transcript/105823,pla2g7
transcript/105824,hps4
transcript/105825,znf276
transcript/105826,ahcyl2a
transcript/105827,at2g18540
transcript/105828,zfyve26
transcript/105830,abi1a
transcript/105831,cpsf6
transcript/105832,prg4
transcript/105833,wbp1l
transcript/105834,rem2
transcript/105835,syne1
transcript/105836,csnk1d
transcript/105837,agpat3
transcript/105839,chl1b
transcript/105840,tcf3b
transcript/105841,cxxc1
transcript/105842,si:ch211-15b10.6
transcript/105843,vars2
transcript/105844,ikbkb
transcript/105845,ssbp4
transcript/105846,cbx6a
transcript/105847,cyb5r1
transcript/105848,setd7
transcript/105849,enschap00000036812
transcript/105850,iqgap1
transcript/105851,add1
transcript/105852,lurap1l
transcript/105853,cep76
transcript/105854,asdurf
transcript/105855,dync1li1
transcript/105856,zc3h13
transcript/105857,pabpc1a
transcript/105858,plg
transcript/105859,f9b
transcript/105860,bspry
transcript/105861,mknk2b
transcript/105863,sec23b
transcript/105864,ugt1a1
transcript/105865,gimap7
transcript/105866,trmt9b
transcript/105867,arhgap21
transcript/105868,myo6b
transcript/105870,gcm2
transcript/105871,zc3h13
transcript/105872,ehbp1l1
transcript/105873,vps13d
transcript/105874,dok2
transcript/105875,mfge8b
transcript/105876,olfm2a
transcript/105877,fam43a
transcript/105878,fh20
transcript/105879,g3bp1
transcript/105880,abce1
transcript/105881,hmgcr
transcript/105882,ppp1r12a
transcript/105883,rpz4
transcript/105884,cfbl
transcript/105886,aff4
transcript/105887,si:dkeyp-82a1.6
transcript/105888,mogat3a
transcript/105889,tmco4
transcript/105891,zcchc7
transcript/105892,fbxw11a
transcript/105893,zgc:112083
transcript/105894,at1g12160
transcript/105895,il6r
transcript/105896,u88
transcript/105897,pak2b
transcript/105898,gse1
transcript/105899,mbnl1
transcript/105900,hhatla
transcript/105901,pmm2
transcript/105902,cat
transcript/105903,c18orf15
transcript/105904,etv1
transcript/105905,ralyl
transcript/105907,trfa
transcript/105908,tmbim4
transcript/105909,sacs
transcript/105910,u88
transcript/105911,gps2
transcript/105914,pip4k2b
transcript/105916,tcp1
transcript/105917,itsn2
transcript/105918,enschap00000008750
transcript/105919,idh3g
transcript/105920,enschap00000030253
transcript/105922,impdh1b
transcript/105924,osbpl7
transcript/105925,khdrbs1b
transcript/105926,maf1
transcript/105927,arih2
transcript/105928,arrdc4
transcript/105929,acsbg2
transcript/105930,tat
transcript/105931,serpinf2
transcript/105932,kctd10
transcript/105935,krt5
transcript/105936,sord
transcript/105937,fli1b
transcript/105938,esyt1a
transcript/105939,parp16
transcript/105940,slc5a7
transcript/105941,ccdc85b
transcript/105942,acot19
transcript/105943,calr
transcript/105945,ank1
transcript/105946,capn2b
transcript/105947,eml1
transcript/105948,irg1l
transcript/105950,10-Sep
transcript/105951,fzd7b
transcript/105952,ssh2b
transcript/105953,arid2
transcript/105954,rgs5
transcript/105955,ppig
transcript/105956,prkag2
transcript/105957,slc41a1
transcript/105958,mtrex
transcript/105959,eif3jb
transcript/105960,hdlbpa
transcript/105961,btbd11b
transcript/105962,cass4
transcript/105963,ctns
transcript/105964,spry1
transcript/105965,vwa1
transcript/105966,thap7
transcript/105967,cybrd1
transcript/105968,cabz01049847.1
transcript/105969,capzb
transcript/105970,bcl6
transcript/105971,hsc70
transcript/105972,smyhc3
transcript/105973,si:dkey-76b14.2
transcript/105974,nst1
transcript/105975,ntn4
transcript/105976,ptk6b
transcript/105977,kif3c
transcript/105979,btbd6b
transcript/105980,dnm1a
transcript/105981,enschap00000022554
transcript/105982,rgs7bpb
transcript/105983,aplp2
transcript/105984,u88
transcript/105986,wsb1
transcript/105987,nup58
transcript/105988,ppp3cca
transcript/105989,rcan1
transcript/105990,klhl15
transcript/105991,ugdh
transcript/105992,cdc25b
transcript/105993,glcci1
transcript/105994,sept9b
transcript/105995,ddb_g0271606
transcript/105996,retreg2
transcript/105997,prkar1a
transcript/105998,thap12b
transcript/105999,enschap00000047314
transcript/106000,tmem214
transcript/106001,lmbr1
transcript/106002,ddx5
transcript/106003,mgst1.1
transcript/106004,fndc4b
transcript/106005,apex1
transcript/106006,yipf1
transcript/106007,eif4a1
transcript/106008,tnfaip2a
transcript/106009,col5a2a
transcript/106010,muc5ac
transcript/106012,tra2b
transcript/106014,txnipa
transcript/106015,sart1
transcript/106017,hsd17b3
transcript/106018,ddx46
transcript/106019,col2a1a
transcript/106020,crh1
transcript/106021,cnot6a
transcript/106022,si:ch211-152f22.4
transcript/106023,petc
transcript/106024,dctn4
transcript/106025,p2ry6
transcript/106026,rangap1a
transcript/106027,prmt9
transcript/106030,ttn
transcript/106031,pam-a
transcript/106032,ppm1bb
transcript/106033,kiaa0907
transcript/106034,slirp
transcript/106035,rnh1
transcript/106036,si:ch211-261n11.7
transcript/106037,ftr87
transcript/106038,col9a2
transcript/106039,rnf180
transcript/106040,lnpb
transcript/106041,hspd1
transcript/106042,mbnl1
transcript/106043,klhl17
transcript/106045,ina
transcript/106046,camk4
transcript/106047,actr10
transcript/106048,man2b1
transcript/106049,phactr3a
transcript/106050,plp1b
transcript/106051,sncb
transcript/106052,pcyox1l
transcript/106053,adam9
transcript/106054,hi_0258
transcript/106055,slc6a9
transcript/106056,fbxo21
transcript/106059,rbm25
transcript/106060,ncor1
transcript/106061,sh3beta
transcript/106062,stk3
transcript/106063,snw1
transcript/106064,donson
transcript/106065,ces3
transcript/106066,ncaph
transcript/106067,zo20
transcript/106068,prrc2c
transcript/106069,gmppb
transcript/106070,srst
transcript/106071,ppp1r3b
transcript/106072,fam83hb
transcript/106073,vtnb
transcript/106075,itih2
transcript/106076,fam13a
transcript/106077,prps2
transcript/106078,crot
transcript/106079,enschap00000009669
transcript/106080,rhcgb
transcript/106081,ugt2b20
transcript/106082,kiaa0319l
transcript/106083,rab19
transcript/106084,rbbp8
transcript/106085,arf1
transcript/106087,crnkl1
transcript/106088,pcmtd1
transcript/106089,car11
transcript/106091,hdac3
transcript/106092,cbx8a
transcript/106094,trim35-1
transcript/106095,tomm34
transcript/106097,chrng
transcript/106098,secisbp2
transcript/106099,pip5kl1
transcript/106100,srst
transcript/106102,hsc70
transcript/106104,fam107a
transcript/106107,smyd1b
transcript/106108,asb5b
transcript/106109,bmp10
transcript/106111,hcls1
transcript/106112,crybg3
transcript/106113,casq2
transcript/106114,slc25a11
transcript/106115,ei24
transcript/106116,sgpl1
transcript/106117,plagl2
transcript/106118,enschap00000012767
transcript/106119,lcp1
transcript/106120,acy1
transcript/106121,gimap8
transcript/106123,naa40
transcript/106124,pptc7
transcript/106126,neb
transcript/106127,u88
transcript/106128,fam120c
transcript/106130,enschap00000034228
transcript/106131,ca8
transcript/106133,gse1
transcript/106135,rnf44
transcript/106138,lrp1aa
transcript/106139,cx43
transcript/106140,camsap2
transcript/106141,etv1
transcript/106142,yod1
transcript/106143,ap1b1
transcript/106144,ruvbl2
transcript/106145,dima
transcript/106146,nipblb
transcript/106147,gtf2f1
transcript/106148,nfya
transcript/106149,enschap00000026684
transcript/106150,dtnbb
transcript/106151,c1r
transcript/106152,p4hb
transcript/106153,epn1
transcript/106154,samm50l
transcript/106155,rprd1a
transcript/106156,agpat5
transcript/106157,thbs4b
transcript/106159,orf3
transcript/106160,gnb4
transcript/106162,gps2
transcript/106163,tmem30a
transcript/106165,ppp4cb
transcript/106166,slc41a1
transcript/106167,rcsd1
transcript/106168,p4ha2
transcript/106169,gpr157
transcript/106170,cul3
transcript/106172,mnt
transcript/106173,atat1
transcript/106174,dctn4
transcript/106175,arpc1b
transcript/106176,tecpr2
transcript/106177,ccnl1a
transcript/106178,got2b
transcript/106179,si:dkey-156n14.3
transcript/106180,trim35-1
transcript/106181,mbnl1
transcript/106182,rbfox1l
transcript/106183,hi_0258
transcript/106184,nop56
transcript/106185,arih1l
transcript/106186,fermt3
transcript/106187,gpatch8
transcript/106188,necab3
transcript/106189,ring1
transcript/106190,zbtb18
transcript/106191,ckap5
transcript/106192,mtss1
transcript/106193,znf395
transcript/106194,adamts9
transcript/106195,hdgfrp3
transcript/106197,glsb
transcript/106198,plp2
transcript/106200,rsf1
transcript/106201,rxrbb
transcript/106202,eif4a1a
transcript/106203,ppp2r5a
transcript/106205,ftr98
transcript/106206,leo1
transcript/106207,pbrm1l
transcript/106208,eif4bb
transcript/106209,cnot2
transcript/106210,pgs1
transcript/106211,wdr70
transcript/106212,ubald2
transcript/106213,tmed9
transcript/106214,u88
transcript/106215,enschap00000015535
transcript/106216,ip6k1
transcript/106217,ahsg1
transcript/106218,hlf
transcript/106219,enschap00000029808
transcript/106221,gk5
transcript/106222,rheb
transcript/106223,elf3
transcript/106224,pdxdc1
transcript/106225,u88
transcript/106226,ftr98
transcript/106227,adgrf1
transcript/106228,coq9
transcript/106229,enschap00000024393
transcript/106230,trim14
transcript/106231,heatr5b
transcript/106232,atn1
transcript/106233,ldb1a
transcript/106234,tp53i3
transcript/106235,oxsr1a
transcript/106236,ddx39b
transcript/106237,u88
transcript/106238,dnm2b
transcript/106239,flt1
transcript/106240,srpx2
transcript/106241,myo1ca
transcript/106242,acad8
transcript/106243,wbp2nl
transcript/106244,cu929259.1
transcript/106245,si:ch211-196h16.4
transcript/106247,ctdspl2b
transcript/106248,atp1b1a
transcript/106249,mir5196
transcript/106251,cdk13
transcript/106252,rnh1
transcript/106253,kdm1a
transcript/106254,tpp1
transcript/106255,tsta3
transcript/106256,nfixb
transcript/106257,ksr1b
transcript/106258,zwilch
transcript/106259,carmil1
transcript/106260,grk5
transcript/106261,zic4
transcript/106262,dixdc1a
transcript/106263,rpn1
transcript/106264,zfhx3
transcript/106266,ptprga
transcript/106267,ricka
transcript/106268,arl6ip4
transcript/106269,ergic2
transcript/106270,bhlhe22
transcript/106271,u88
transcript/106273,rundc1
transcript/106274,fam155b
transcript/106275,fastkd5
transcript/106276,nefma
transcript/106277,ppat
transcript/106278,iffo1a
transcript/106280,maf1
transcript/106281,ddx5
transcript/106282,sclt1
transcript/106283,fbxw11
transcript/106284,utp4
transcript/106285,dars1
transcript/106286,nup37
transcript/106287,hpgd
transcript/106288,hjv
transcript/106289,gfra2b
transcript/106290,gnmt
transcript/106291,aco1
transcript/106292,eif5a2
transcript/106293,atp1b1a
transcript/106294,atp13a1
transcript/106295,pdpk1b
transcript/106296,plcxd1
transcript/106297,prrc2c
transcript/106298,zgc:171489
transcript/106299,rabggta
transcript/106300,si:ch211-209n20.1
transcript/106301,cybc1
transcript/106302,socs4
transcript/106303,eif4g1
transcript/106304,calm
transcript/106305,aloxe3
transcript/106308,nexn
transcript/106309,cu459056.1
transcript/106310,hipk2
transcript/106311,sorbs2a
transcript/106312,antxr2
transcript/106313,dmrtb1
transcript/106315,tmem131
transcript/106316,cml50
transcript/106317,cfap99
transcript/106318,slc22a6l
transcript/106319,me2
transcript/106320,hfe
transcript/106321,aldh6a1
transcript/106322,pla2g4c
transcript/106323,ddx4
transcript/106324,glsb
transcript/106325,fam20b
transcript/106326,fam46a
transcript/106328,mybpc2b
transcript/106330,sox11
transcript/106332,myh9
transcript/106333,rgs3b
transcript/106334,ctdsp2
transcript/106335,timd4
transcript/106336,rab35
transcript/106337,btbd8
transcript/106338,srst
transcript/106339,jak1
transcript/106340,dnajc10
transcript/106341,gkup
transcript/106342,rab3ip
transcript/106344,dctn4
transcript/106346,nst1
transcript/106348,aaas
transcript/106349,b3gat2
transcript/106350,plekhj1
transcript/106351,slc66a1
transcript/106352,mapkapk2
transcript/106353,wu:fc63a07
transcript/106354,c12orf66
transcript/106355,caprin1b
transcript/106356,zpax2
transcript/106357,klhdc2
transcript/106358,rybpa
transcript/106359,txndc5
transcript/106360,nfya
transcript/106361,mapk14b
transcript/106362,asb7
transcript/106363,tpp1
transcript/106364,parp10
transcript/106365,stam
transcript/106366,cxcr3.2
transcript/106367,vaspa
transcript/106369,actr8
transcript/106370,serpinf2b
transcript/106371,u88
transcript/106373,mboat7
transcript/106375,jcada
transcript/106376,flna
transcript/106377,gmps
transcript/106378,phtf1
transcript/106379,snx14
transcript/106380,ubald2
transcript/106381,osbpl3a
transcript/106382,enschap00000017282
transcript/106383,nrbp2
transcript/106384,ddb_g0271982
transcript/106385,ftr87
transcript/106386,enschap00000015535
transcript/106387,fras1
transcript/106388,phf20
transcript/106389,map4k3b
transcript/106391,ppp1r14b
transcript/106392,ankrd10a
transcript/106393,mccc1
transcript/106394,ehbp1
transcript/106395,serpinh1
transcript/106396,cyp1a
transcript/106397,tmem88b
transcript/106399,zfand5b
transcript/106400,tiam1a
transcript/106401,cr936977.2
transcript/106402,mob1ba
transcript/106403,dennd2a
transcript/106404,si:ch73-380l3.3
transcript/106405,u88
transcript/106406,hmgxb4
transcript/106407,nlrp9
transcript/106409,itga2
transcript/106410,rrm2b
transcript/106411,anp32b
transcript/106412,enschap00000009669
transcript/106413,gid4
transcript/106414,mbnl1
transcript/106415,sepp1a
transcript/106416,ryr3
transcript/106417,rbm22
transcript/106418,zic5
transcript/106419,fam171b
transcript/106420,sgsm1
transcript/106421,znf207b
transcript/106422,atp1b3b
transcript/106423,spata2l
transcript/106424,ppia
transcript/106425,serpini1
transcript/106426,hmgb1a
transcript/106427,zc3h13
transcript/106428,rasa2
transcript/106430,cdh13
transcript/106431,u88
transcript/106432,dcp2
transcript/106433,zmp:0000001102
transcript/106434,sdha
transcript/106435,ucp2
transcript/106436,p61
transcript/106437,asb1
transcript/106438,gemin2
transcript/106439,nutf2
transcript/106440,pdzd8
transcript/106441,fpgt
transcript/106442,mmd
transcript/106443,ubxn8
transcript/106445,vaspa
transcript/106446,slc25a12
transcript/106447,ergic2
transcript/106448,si:ch211-283g2.2
transcript/106449,oat
transcript/106450,aass
transcript/106452,hdlbp
transcript/106453,kdm1a
transcript/106455,zgc:136971
transcript/106456,tp53i11b
transcript/106457,anxa11a
transcript/106458,becn1
transcript/106459,cldn19
transcript/106461,ildr1a
transcript/106462,sgms2b
transcript/106463,cabz01076234.2
transcript/106464,vash1
transcript/106465,enschap00000002451
transcript/106467,slc25a39
transcript/106468,sf1
transcript/106469,kmo
transcript/106470,plxnb1a
transcript/106471,ldah
transcript/106472,eif3ba
transcript/106473,enschap00000027514
transcript/106474,abat
transcript/106475,dmgdh
transcript/106476,cdc14b
transcript/106477,st13
transcript/106478,aldh8a1
transcript/106479,dock7
transcript/106480,mfsd12
transcript/106481,tm9sf2
transcript/106482,zfp418
transcript/106483,slmap
transcript/106484,abhd18
transcript/106486,ttc26
transcript/106487,enschap00000012911
transcript/106488,atp1b1
transcript/106489,cyp2n13
transcript/106490,6-Sep
transcript/106491,casq1a
transcript/106492,prvb
transcript/106493,spegb
transcript/106494,rhoab
transcript/106495,ywhaba
transcript/106496,si:dkey-183j2.10
transcript/106497,clcn4
transcript/106498,hdac11
transcript/106499,mapk11
transcript/106500,roraa
transcript/106501,ap3d1
transcript/106502,scara5
transcript/106504,nst1
transcript/106506,cstf1
transcript/106507,blvra
transcript/106508,top2b
transcript/106509,hk2
transcript/106510,tom1
transcript/106511,si:dkey-30h22.11
transcript/106512,rspo1
transcript/106513,ctu1
transcript/106514,bub1bb
transcript/106515,nup50
transcript/106516,zgc:66440
transcript/106517,casp3a
transcript/106518,gria1b
transcript/106519,angptl3
transcript/106520,si:ch211-261d7.3
transcript/106521,ubr7
transcript/106522,rbm25
transcript/106523,c3a.2
transcript/106524,stra6l
transcript/106525,nst1
transcript/106526,ppp1r8b
transcript/106527,prkcsh
transcript/106528,gm4070
transcript/106529,itgbl1
transcript/106530,vit
transcript/106532,tnfrsf1b
transcript/106533,ifi44
transcript/106534,tox4-b
transcript/106535,ccng1
transcript/106536,nlrc3
transcript/106537,gosr2
transcript/106538,uba3
transcript/106539,daam1
transcript/106541,mogat3a
transcript/106543,cd38
transcript/106544,pacs1a
transcript/106545,sucla2
transcript/106546,tmem129
transcript/106547,leng9
transcript/106548,fchsd2
transcript/106549,gpatch8
transcript/106550,elavl1a
transcript/106551,ddx3xa
transcript/106552,cdc34b
transcript/106553,fam120a
transcript/106554,tssc4
transcript/106557,enschap00000027901
transcript/106558,gpbp1l1
transcript/106560,ezrb
transcript/106561,dipk2b
transcript/106562,app
transcript/106563,enosf1
transcript/106564,msto1
transcript/106565,mta3
transcript/106566,inpp5d
transcript/106568,dis3
transcript/106569,upp2
transcript/106570,cd96
transcript/106571,esyt3
transcript/106572,svilb
transcript/106573,zgc:153733
transcript/106574,ddx49
transcript/106575,si:ch211-236l14.4
transcript/106576,kcnip4
transcript/106577,ccdc80
transcript/106579,atg4da
transcript/106580,mbnl1
transcript/106581,u88
transcript/106582,gsr
transcript/106584,esyt1b
transcript/106585,adra2c
transcript/106586,mlx
transcript/106587,s1pr1
transcript/106588,nst1
transcript/106589,u88
transcript/106591,srst
transcript/106592,kctd6b
transcript/106593,zbtb8a
transcript/106594,tcf19l
transcript/106595,gpx
transcript/106596,hprt1
transcript/106597,gpr146
transcript/106598,tbl1x
transcript/106599,zgc:91940
transcript/106600,tnik
transcript/106601,cxxc1b
transcript/106602,myo9b
transcript/106603,ghrb
transcript/106604,pgrmc1
transcript/106605,smarce1
transcript/106606,dnajb11
transcript/106607,vasnb
transcript/106608,ext3
transcript/106609,tmem229b
transcript/106610,gnb1a
transcript/106611,si:ch211-225b11.1
transcript/106612,perp
transcript/106613,scospondin
transcript/106614,ubr4
transcript/106615,septin7
transcript/106616,zgc:112083
transcript/106617,ccn2b
transcript/106618,foxj3
transcript/106619,enc2
